Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Alex Carey †,326434,lbw b McAndrew,29,23,6,0,126.09,0
Jake Weatherald,781285,run out (Green),31,26,2,2,119.23,0
Phil Salt,669365,c Doggett b Milne,31,24,4,0,129.17,0
Travis Head (c),530011,run out (Milne),31,24,3,0,129.17,0
Ryan Gibson,825211,lbw b Doggett,22,15,1,2,146.67,0
Matt Renshaw,722303,lbw b Doggett,0,1,0,0,0.0,0
Michael Neser,376169,not out ,2,7,0,0,28.57,0
Danny Briggs,310107,not out ,2,1,0,0,200.0,0
Usman Khawaja,215155,c Siddle b Neser,36,30,4,1,120.0,1
Alex Hales,249866,c †Carey b Siddle,10,9,2,0,111.11,1
Callum Ferguson (c),5236,c O'Connor b Neser,22,18,2,0,122.22,1
Oliver Davies,1076377,c †Carey b Head,4,8,0,0,50.0,1
Sam Billings †,297628,run out (O'Connor),6,3,1,0,200.0,1
Alex Ross,333624,c Weatherald b Siddle,18,18,1,0,100.0,1
Chris Green,787073, b O'Connor,4,7,0,0,57.14,1
Ben Cutting,230371,not out ,24,17,3,1,141.18,1
Nathan McAndrew,785323,not out ,17,10,3,0,170.0,1
