Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Hamilton Masakadza (c),55608, b Getkate,23,46,3,0,50.0,0
Ryan Burl,495964,c †Tucker b Murtagh,1,5,0,0,20.0,0
Craig Ervine,55412, b Adair,8,10,2,0,80.0,0
Brendan Taylor †,55814,c Porterfield b Murtagh,3,10,0,0,30.0,0
Sean Williams,55870,run out (Adair),67,103,6,0,65.05,0
Sikandar Raza,299572,lbw b Getkate,6,4,1,0,150.0,0
Solomon Mire,290462, b Adair,14,27,1,0,51.85,0
Richmond Mutumbami,235516,c †Tucker b Rankin,28,33,4,0,84.85,0
Kyle Jarvis,332996,c sub (TE Kane) b Rankin,28,33,3,1,84.85,0
Chris Mpofu,55633,not out ,2,4,0,0,50.0,0
Tendai Chatara,425639, b Murtagh,1,6,0,0,16.67,0
Paul Stirling,303427,c †Taylor b Chatara,32,44,5,0,72.73,1
James McCollum,470917,c Burl b Mire,54,69,6,1,78.26,1
Andy Balbirnie,303423,c Mutumbami b Williams,5,9,1,0,55.56,1
William Porterfield (c),24611, b Burl,49,69,7,0,71.01,1
Kevin O'Brien,24605,not out ,35,44,4,0,79.55,1
Lorcan Tucker †,928057,not out ,8,13,1,0,61.54,1
