Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889,c †Buttler b Wood,21,25,29,4,0,84.0,0
Aaron Finch,5334,c Morgan b Stokes,68,64,98,8,0,106.25,0
Steven Smith (c),267192,c Plunkett b Wood,56,77,104,5,0,72.73,0
Moises Henriques,5961,c Plunkett b Rashid,17,19,17,3,0,89.47,0
Travis Head,530011,not out ,71,64,95,5,2,110.94,0
Glenn Maxwell,325026,c Roy b Wood,20,31,44,2,0,64.52,0
Matthew Wade †,230193,c & b Rashid,2,3,5,0,0,66.67,0
Mitchell Starc,311592,c Root b Rashid,0,3,2,0,0,0.0,0
Pat Cummins,489889,c & b Rashid,4,7,8,0,0,57.14,0
Adam Zampa,379504, b Wood,0,3,4,0,0,0.0,0
Josh Hazlewood,288284,not out ,1,5,15,0,0,20.0,0
Jason Roy,298438,lbw b Starc,4,2,3,1,0,200.0,1
Alex Hales,249866,c Finch b Hazlewood,0,4,9,0,0,0.0,1
Joe Root,303669,c †Wade b Hazlewood,15,14,25,2,0,107.14,1
Eoin Morgan (c),24598,run out (Zampa),87,81,121,8,5,107.41,1
Ben Stokes,311158,not out ,102,109,136,13,2,93.58,1
Jos Buttler †,308967,not out ,29,32,35,3,1,90.62,1
