Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shikhar Dhawan,28235,c Agar b Abbott,16,27,2,0,59.26,0
Shubman Gill,1070173,lbw b Agar,33,39,3,1,84.62,0
Virat Kohli (c),253802,c †Carey b Hazlewood,63,78,5,0,80.77,0
Shreyas Iyer,642519,c Labuschagne b Zampa,19,21,2,0,90.48,0
KL Rahul †,422108,lbw b Agar,5,11,0,0,45.45,0
Hardik Pandya,625371,not out ,92,76,7,1,121.05,0
Ravindra Jadeja,234675,not out ,66,50,5,3,132.0,0
Marnus Labuschagne,787987, b Natarajan,7,13,1,0,53.85,1
Aaron Finch (c),5334,c Dhawan b Jadeja,75,82,7,3,91.46,1
Steven Smith,267192,c †Rahul b Thakur,7,15,0,0,46.67,1
Moises Henriques,5961,c Dhawan b Thakur,22,31,3,0,70.97,1
Cameron Green,1076713,c Jadeja b Kuldeep Yadav,21,27,1,1,77.78,1
Alex Carey †,326434,run out (Kohli/†Rahul),38,42,4,0,90.48,1
Glenn Maxwell,325026, b Bumrah,59,38,3,4,155.26,1
Ashton Agar,505120,c Kuldeep Yadav b Natarajan,28,28,2,0,100.0,1
Sean Abbott,398666,c †Rahul b Thakur,4,9,0,0,44.44,1
Adam Zampa,379504,lbw b Bumrah,4,7,0,0,57.14,1
Josh Hazlewood,288284,not out ,7,7,0,0,100.0,1
