Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191,c Hasan Ali b Dawson,30,17,4,2,176.47,0
Brendon McCullum (c),37737,c & b Hasan Ali,15,15,0,2,100.0,0
Agha Salman,623977,c †Kamran Akmal b Sameen Gul,13,12,2,0,108.33,0
Denesh Ramdin †,52917,lbw b Dawson,0,1,0,0,0.0,0
Sohail Akhtar,532424,c Smith b Dawson,12,13,0,1,92.31,0
Umar Akmal,317273,run out (Umaid Asif/Mohammad Hafeez),15,21,1,0,71.43,0
Sunil Narine,230558, b Hasan Ali,3,5,0,0,60.0,0
Sohail Khan,317252, b Wahab Riaz,4,15,0,0,26.67,0
Yasir Shah,43685,c Dawson b Wahab Riaz,0,2,0,0,0.0,0
Salman Irshad,781705,c Smith b Hasan Ali,1,3,0,0,33.33,0
Mustafizur Rahman,330902,not out ,0,1,0,0,0.0,0
Tamim Iqbal,56194,not out ,37,35,4,0,105.71,1
Kamran Akmal †,41028,not out ,57,47,7,2,121.28,1
