Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Cameron Bancroft †,501011,c Milenko b Faulkner,0,3,0,0,0.0,0
Michael Klinger,6161,lbw b Faulkner,0,1,0,0,0.0,0
Sam Whiteman,334394,c Jewell b Moody,68,44,5,4,154.55,0
Ashton Turner (c),500268, b Faulkner,2,6,0,0,33.33,0
Hilton Cartwright,557295,c †Wade b Short,29,29,1,1,100.0,0
Aaron Hardie,1124283,run out (Moody),8,7,1,0,114.29,0
William Bosisto,530015,c †Wade b Moody,3,3,0,0,100.0,0
Nathan Coulter-Nile,261354,not out ,31,15,1,3,206.67,0
Andrew Tye,459508,c †Wade b Meredith,25,12,2,2,208.33,0
Matthew Kelly,638912, b Meredith,0,1,0,0,0.0,0
Usman Qadir,348152,not out ,1,2,0,0,50.0,0
Matthew Wade (c)†,230193,c sub (NR Hobson) b Coulter-Nile,8,6,0,1,133.33,1
D'Arcy Short,308798,c Bosisto b Tye,13,13,2,0,100.0,1
Caleb Jewell,834741,c Cartwright b Hardie,32,20,6,1,160.0,1
Ben McDermott,603410,st †Bancroft b Usman Qadir,16,13,2,0,123.08,1
George Bailey,4451,c †Bancroft b Tye,69,39,6,3,176.92,1
Simon Milenko,326639,c Turner b Hardie,2,3,0,0,66.67,1
James Faulkner,270484,not out ,28,20,1,2,140.0,1
Johan Botha,44149,not out ,4,3,1,0,133.33,1
