Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Parthiv Patel †,32242,c Lamichhane b Morris,9,9,13,1,0,100.0,0
Virat Kohli (c),253802,c Iyer b Rabada,41,33,84,1,2,124.24,0
AB de Villiers,44936,c Ingram b Rabada,17,16,20,1,1,106.25,0
Marcus Stoinis,325012,c Tewatia b Patel,15,17,20,0,1,88.24,0
Moeen Ali,8917,st †Pant b Lamichhane,32,18,18,1,3,177.78,0
Akshdeep Nath,500360,c †Pant b Rabada,19,12,14,4,0,158.33,0
Pawan Negi,530773,c †Pant b Rabada,0,1,5,0,0,0.0,0
Tim Southee,232364,not out ,9,9,13,0,0,100.0,0
Mohammed Siraj,940973,lbw b Morris,1,5,7,0,0,20.0,0
Yuzvendra Chahal,430246,not out ,1,1,4,0,0,100.0,0
Prithvi Shaw,1070168,c Nath b Negi,28,22,40,5,0,127.27,1
Shikhar Dhawan,28235,c Saini b Southee,0,1,5,0,0,0.0,1
Shreyas Iyer (c),642519,c Chahal b Saini,67,50,75,8,2,134.0,1
Colin Ingram,45705,lbw b Ali,22,21,17,2,1,104.76,1
Rishabh Pant †,931581,c Southee b Mohammed Siraj,18,14,26,2,0,128.57,1
Chris Morris,439952,c de Villiers b Saini,0,3,4,0,0,0.0,1
Axar Patel,554691,not out ,4,1,5,1,0,400.0,1
Rahul Tewatia,423838,not out ,1,2,3,0,0,50.0,1
