Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Zak Crawley,665053,c van der Dussen b Philander,66,112,166,11,0,58.93,0
Dom Sibley,519082,c †de Kock b Hendricks,44,93,153,7,0,47.31,0
Joe Denly,12454,c van der Dussen b Paterson,27,35,46,4,0,77.14,0
Joe Root (c),303669,c †de Kock b Nortje,59,108,176,6,0,54.63,0
Ben Stokes,311158,c van der Dussen b Nortje,2,10,13,0,0,20.0,0
Ollie Pope,887207, b Nortje,56,78,108,8,0,71.79,0
Jos Buttler †,308967,c Elgar b Philander,20,43,66,3,0,46.51,0
Sam Curran,662973,c †de Kock b Nortje,0,1,1,0,0,0.0,0
Chris Woakes,247235,c du Plessis b Nortje,32,46,66,5,0,69.57,0
Mark Wood,351588,not out ,35,39,63,2,3,89.74,0
Stuart Broad,10617,c Malan b Paterson,43,28,40,2,4,153.57,0
Dean Elgar,230852,c Woakes b Stokes,26,64,101,5,0,40.62,1
Pieter Malan,277390,c †Buttler b Wood,15,63,76,1,0,23.81,1
Rassie van der Dussen,337790,c Stokes b Curran,0,7,10,0,0,0.0,1
Faf du Plessis (c),44828,lbw b Woakes,3,29,46,0,0,10.34,1
Quinton de Kock †,379143, b Wood,76,116,214,11,0,65.52,1
Temba Bavuma,372116,c Stokes b Wood,6,28,38,0,0,21.43,1
Anrich Nortje,481979,c Denly b Wood,6,16,21,1,0,37.5,1
Vernon Philander,46945,c Broad b Woakes,4,3,4,1,0,133.33,1
Dwaine Pretorius,327830,c Crawley b Stokes,37,73,106,7,0,50.68,1
Beuran Hendricks,379927,not out ,5,9,14,1,0,55.56,1
Dane Paterson,327947,c †Buttler b Wood,4,3,7,1,0,133.33,1
Zak Crawley,665053,c †de Kock b Pretorius,24,60,91,2,0,40.0,2
Dom Sibley,519082,c Malan b Hendricks,44,107,157,7,0,41.12,2
Joe Denly,12454, b Paterson,8,15,20,1,0,53.33,2
Joe Root (c),303669,c du Plessis b Hendricks,58,96,176,5,1,60.42,2
Ben Stokes,311158,c van der Dussen b Hendricks,28,24,28,6,0,116.67,2
Ollie Pope,887207,c †de Kock b Nortje,11,13,17,2,0,84.62,2
Jos Buttler †,308967,c †de Kock b Nortje,8,10,13,1,0,80.0,2
Sam Curran,662973,c Paterson b Hendricks,35,29,37,6,0,120.69,2
Chris Woakes,247235,c †de Kock b Hendricks,0,2,2,0,0,0.0,2
Mark Wood,351588, b Pretorius,18,12,22,3,0,150.0,2
Stuart Broad,10617,not out ,1,1,6,0,0,100.0,2
Pieter Malan,277390,c Stokes b Woakes,22,51,64,3,0,43.14,3
Dean Elgar,230852,c & b Stokes,24,73,116,4,0,32.88,3
Rassie van der Dussen,337790,c Broad b Wood,98,138,199,15,2,71.01,3
Faf du Plessis (c),44828, b Stokes,35,92,140,5,0,38.04,3
Quinton de Kock †,379143,c Woakes b Wood,39,42,79,6,1,92.86,3
Temba Bavuma,372116,c †Buttler b Broad,27,29,38,6,0,93.1,3
Dwaine Pretorius,327830,c Curran b Broad,2,8,8,0,0,25.0,3
Vernon Philander,46945,c †Buttler b Wood,10,11,14,2,0,90.91,3
Anrich Nortje,481979,c †Buttler b Wood,4,10,20,0,0,40.0,3
Beuran Hendricks,379927,run out (Sibley/†Buttler),4,9,6,0,0,44.44,3
Dane Paterson,327947,not out ,0,0,4,0,0,,3
