Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Phil Salt,669365, b Maxwell,22,14,4,0,157.14,0
Jake Weatherald,781285,c & b Hinchliffe,15,27,1,0,55.56,0
Travis Head (c),530011, b Hinchliffe,5,7,0,0,71.43,0
Alex Carey †,326434,c Larkin b Hinchliffe,33,21,1,3,157.14,0
Jonathan Wells,233680,not out ,55,36,4,2,152.78,0
Matthew Short,605575,not out ,23,15,1,1,153.33,0
Nic Maddinson,333780, b Rashid Khan,7,8,1,0,87.5,1
Marcus Stoinis,325012,c Salt b Siddle,5,11,1,0,45.45,1
Nick Larkin,533870,c Salt b Agar,19,17,2,1,111.76,1
Glenn Maxwell,325026,c Head b Agar,19,16,2,1,118.75,1
Peter Handscomb (c),334337,not out ,65,39,6,2,166.67,1
Seb Gotch †,500267,c Rashid Khan b Neser,10,16,0,0,62.5,1
Clint Hinchliffe,774217, b Siddle,6,7,0,0,85.71,1
Adam Zampa,379504,c Short b Siddle,6,5,1,0,120.0,1
Daniel Worrall,557298, b Siddle,0,1,0,0,0.0,1
