Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Travis Dean,334358,c & b Archer,11,9,1,0,122.22,0
Ben Dunk †,388678,c Faulkner b Archer,10,18,0,0,55.56,0
Nick Larkin,533870, b Short,45,33,5,0,136.36,0
Glenn Maxwell (c),325026,lbw b Archer,47,31,0,5,151.61,0
Marcus Stoinis,325012,not out ,22,15,0,2,146.67,0
Dwayne Bravo,51439,c Faulkner b Short,12,12,2,0,100.0,0
Evan Gulbis,381183,not out ,1,2,0,0,50.0,0
Matthew Wade (c)†,230193,c Zampa b Lamichhane,52,37,5,1,140.54,1
D'Arcy Short,308798,c †Dunk b Boland,34,22,5,1,154.55,1
Alex Doolan,233648, b Lamichhane,2,3,0,0,66.67,1
Ben McDermott,603410,lbw b Lamichhane,28,24,1,1,116.67,1
George Bailey,4451,not out ,27,18,2,1,150.0,1
Simon Milenko,326639,not out ,6,8,0,0,75.0,1
