Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Asad Shafiq,316397, b Watson,45,42,4,0,107.14,0
Ahmed Shehzad,259410,c Zohaib Khan b Mohammad Sami,26,15,3,1,173.33,0
Kevin Pietersen,19296,lbw b Mohammad Sami,0,1,0,0,0.0,0
Rilee Rossouw,318845,c Rumman Raees b Watson,7,13,0,0,53.85,0
Sarfaraz Ahmed (c)†,227760,c †Haddin b Rumman Raees,12,11,0,1,109.09,0
Mahmudullah,56025,not out ,29,20,2,1,145.0,0
Thisara Perera,233514,run out (Rumman Raees),27,18,2,1,150.0,0
Dwayne Smith,53118, b Mohammad Nawaz,10,16,1,0,62.5,1
Sam Billings,297628,not out ,78,50,8,3,156.0,1
Brad Haddin †,5560,c †Sarfraz Ahmed b Mohammad Nawaz,6,9,1,0,66.67,1
Misbah-ul-Haq (c),41378,lbw b Hassan Khan,10,11,2,0,90.91,1
Shane Watson,8180,c Hassan Khan b Perera,36,27,4,2,133.33,1
Asif Ali,494230,c Pietersen b Umar Gul,1,2,0,0,50.0,1
Shadab Khan,922943,not out ,0,0,0,0,,1
