Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Liton Das,536936,c Nurse b Williams,61,32,6,3,190.62,0
Tamim Iqbal,56194,c Williams b Brathwaite,21,13,3,1,161.54,0
Soumya Sarkar,436677,c Powell b Paul,5,4,1,0,125.0,0
Mushfiqur Rahim †,56029,c †Ramdin b Brathwaite,12,14,1,0,85.71,0
Shakib Al Hasan (c),56143,c Nurse b Paul,24,22,2,0,109.09,0
Mahmudullah,56025,not out ,32,20,4,1,160.0,0
Ariful Haque,270135,not out ,18,16,1,0,112.5,0
Chadwick Walton,315586,c sub (Sabbir Rahman) b Soumya Sarkar,19,19,3,0,100.0,1
Andre Fletcher,51862,c Nazmul Islam b Mustafizur Rahman,6,7,0,0,85.71,1
Marlon Samuels,52983, b Shakib Al Hasan,2,7,0,0,28.57,1
Rovman Powell,820351,c Abu Hider b Mustafizur Rahman,23,20,2,0,115.0,1
Denesh Ramdin †,52917, b Rubel Hossain,21,18,1,1,116.67,1
Andre Russell,276298,c Ariful Haque b Mustafizur Rahman,47,21,1,6,223.81,1
Carlos Brathwaite (c),457249,c sub (Sabbir Rahman) b Abu Hider,5,10,0,0,50.0,1
Ashley Nurse,315594,not out ,0,1,0,0,0.0,1
