Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kamran Akmal †,41028, b Mohammad Hasnain,72,50,7,4,144.0,0
Andre Fletcher,51862, b Mohammad Nawaz,26,28,2,1,92.86,0
Imam-ul-Haq,568276,c Mohammad Hasnain b Fawad Ahmed,13,14,0,1,92.86,0
Kieron Pollard,230559,not out ,44,21,7,1,209.52,0
Daren Sammy (c),53115,c Rossouw b Bravo,3,6,0,0,50.0,0
Umar Amin,288211,not out ,1,1,0,0,100.0,0
Shane Watson,8180,not out ,91,55,6,6,165.45,1
Ahsan Ali,348146,lbw b Sameen Gul,1,3,0,0,33.33,1
Ahmed Shehzad,259410, b Umaid Asif,50,45,5,0,111.11,1
Rilee Rossouw,318845,not out ,12,4,1,1,300.0,1
