Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Najmul Hossain Shanto,629058,c & b Jarvis,11,9,1,0,122.22,0
Liton Das,536936,c Madziva b Mpofu,38,22,4,2,172.73,0
Shakib Al Hasan (c),56143,c Williams b Burl,10,9,1,0,111.11,0
Mushfiqur Rahim †,56029,c †Taylor b Mutombodzi,32,26,3,1,123.08,0
Mahmudullah,56025,c Williams b Jarvis,62,41,1,5,151.22,0
Afif Hossain,935995,c †Taylor b Mpofu,7,8,0,0,87.5,0
Mosaddek Hossain,550133,c Chakabva b Jarvis,2,3,0,0,66.67,0
Mohammad Saifuddin,629070,not out ,6,2,1,0,300.0,0
Aminul Islam,926597,not out ,0,0,0,0,,0
Brendan Taylor †,55814,c Shakib Al Hasan b Mohammad Saifuddin,0,5,0,0,0.0,1
Hamilton Masakadza (c),55608,lbw b Aminul Islam,25,25,3,0,100.0,1
Regis Chakabva,293831, b Shakib Al Hasan,0,2,0,0,0.0,1
Sean Williams,55870,c Afif Hossain b Shafiul Islam,2,5,0,0,40.0,1
Tinotenda Mutombodzi,333001,c Najmul Hossain Shanto b Aminul Islam,11,9,0,1,122.22,1
Ryan Burl,495964, b Shafiul Islam,1,3,0,0,33.33,1
Richmond Mutumbami,235516,c Mohammad Saifuddin b Shafiul Islam,54,32,4,3,168.75,1
Neville Madziva,453289,run out (Shakib Al Hasan/†Mushfiqur Rahim),9,15,0,0,60.0,1
Kyle Jarvis,332996,c sub (Sabbir Rahman) b Mustafizur Rahman,27,20,1,2,135.0,1
Ainsley Ndlovu,596456, b Mustafizur Rahman,2,4,0,0,50.0,1
Chris Mpofu,55633,not out ,0,0,0,0,,1
