Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c Tye b Richardson,9,7,7,1,0,128.57,0
Alex Hales,249866,c & b Agar,22,15,28,4,0,146.67,0
Dawid Malan,236489,c Tye b Maxwell,50,36,62,5,2,138.89,0
Eoin Morgan (c),24598,c Warner b Maxwell,22,14,12,2,1,157.14,0
Jos Buttler †,308967,c Maxwell b Stoinis,5,7,14,0,0,71.43,0
Sam Billings,297628,c & b Agar,10,9,10,1,0,111.11,0
David Willey,308251,st †Carey b Maxwell,3,6,6,0,0,50.0,0
Chris Jordan,288992,not out ,16,11,19,0,1,145.45,0
Adil Rashid,244497,c Stoinis b Stanlake,1,4,3,0,0,25.0,0
Tom Curran,550235,c Warner b Tye,6,2,4,0,1,300.0,0
Mark Wood,351588,not out ,5,9,11,0,0,55.56,0
David Warner (c),219889,c Hales b Willey,4,2,2,1,0,200.0,1
D'Arcy Short,308798,c & b Rashid,30,20,40,2,2,150.0,1
Chris Lynn,326637, b Willey,0,2,3,0,0,0.0,1
Glenn Maxwell,325026,not out ,103,58,89,10,4,177.59,1
Marcus Stoinis,325012,c Billings b Wood,6,11,13,1,0,54.55,1
Travis Head,530011, b Willey,6,13,23,0,0,46.15,1
Alex Carey †,326434,not out ,5,5,14,0,0,100.0,1
