Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Dwayne Smith,53118,run out (Nadeem),9,4,10,2,0,225.0,0
Brendon McCullum,37737,c †Pant b Rabada,1,3,5,0,0,33.33,0
Suresh Raina (c),33335,run out (Rabada),77,43,65,5,4,179.07,0
Dinesh Karthik †,30045,c Anderson b Cummins,65,34,68,5,5,191.18,0
Aaron Finch,5334,c †Pant b Rabada,27,19,30,4,0,142.11,0
Ishan Kishan,720471,c Iyer b Cummins,4,6,14,0,0,66.67,0
Ravindra Jadeja,234675,not out ,18,7,15,0,2,257.14,0
James Faulkner,270484,c sub (CR Brathwaite) b Anderson,1,3,3,0,0,33.33,0
Pradeep Sangwan,279545,not out ,1,1,3,0,0,100.0,0
Sanju Samson,425943,c Faulkner b Jadeja,61,31,64,0,7,196.77,1
Karun Nair (c),398439,c †Karthik b Sangwan,12,11,14,2,0,109.09,1
Rishabh Pant †,931581,c †Karthik b Basil Thampi,97,43,56,6,9,225.58,1
Shreyas Iyer,642519,not out ,14,8,26,0,2,175.0,1
Corey Anderson,277662,not out ,18,12,19,0,2,150.0,1
