Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Aaron Finch (c),5334,lbw b Kuldeep Yadav,93,99,10,3,93.94,0
Usman Khawaja,215155,c Bumrah b Mohammed Shami,104,113,11,1,92.04,0
Glenn Maxwell,325026,run out (Jadeja/†Dhoni),47,31,3,3,151.61,0
Shaun Marsh,6683,c Shankar b Kuldeep Yadav,7,12,0,0,58.33,0
Marcus Stoinis,325012,not out ,31,26,4,0,119.23,0
Peter Handscomb,334337,lbw b Kuldeep Yadav,0,2,0,0,0.0,0
Alex Carey †,326434,not out ,21,17,3,0,123.53,0
Shikhar Dhawan,28235,c Maxwell b Richardson,1,10,0,0,10.0,1
Rohit Sharma,34102,lbw b Cummins,14,14,2,1,100.0,1
Virat Kohli (c),253802, b Zampa,123,95,16,1,129.47,1
Ambati Rayudu,33141, b Cummins,2,8,0,0,25.0,1
MS Dhoni †,28081, b Zampa,26,42,2,1,61.9,1
Kedar Jadhav,290716,lbw b Zampa,26,39,3,0,66.67,1
Vijay Shankar,477021,c Richardson b Lyon,32,30,4,0,106.67,1
Ravindra Jadeja,234675,c Maxwell b Richardson,24,31,0,1,77.42,1
Kuldeep Yadav,559235,c Finch b Cummins,10,16,1,0,62.5,1
Mohammed Shami,481896,c Cummins b Richardson,8,4,2,0,200.0,1
Jasprit Bumrah,625383,not out ,0,1,0,0,0.0,1
