Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Alex Carey †,326434,c †Peirson b Steketee,101,62,10,3,162.9,0
Jake Weatherald,781285,c Gregory b Labuschagne,36,18,5,1,200.0,0
Travis Head (c),530011,c Lynn b Labuschagne,25,19,1,1,131.58,0
Phil Salt,669365,c Bryant b Bartlett,26,17,2,1,152.94,0
Ryan Gibson,825211,c Lynn b Wildermuth,0,1,0,0,0.0,0
Matt Renshaw,722303,not out ,3,2,0,0,150.0,0
Michael Neser,376169,not out ,1,1,0,0,100.0,0
Marnus Labuschagne,787987,lbw b Agar,28,25,1,0,112.0,1
Chris Lynn (c),326637,c Gibson b Agar,17,9,2,1,188.89,1
Joe Denly,12454,c Renshaw b Agar,15,16,1,0,93.75,1
Joe Burns,326632,c †Carey b Siddle,1,6,0,0,16.67,1
Lewis Gregory,362201,c Neser b Siddle,3,6,0,0,50.0,1
Max Bryant,1088608,c Salt b Agar,25,16,0,2,156.25,1
Jimmy Peirson †,444970,c Siddle b O'Connor,12,14,1,0,85.71,1
Jack Wildermuth,570854,c †Carey b Neser,2,3,0,0,66.67,1
Mark Steketee,555853,c Salt b Briggs,1,2,0,0,50.0,1
Mitchell Swepson,590326,c Neser b Siddle,4,6,0,0,66.67,1
Xavier Bartlett,1050545,not out ,1,2,0,0,50.0,1
