Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
George Worker,277911,c †Sarfraz Ahmed b Shaheen Shah Afridi,1,9,0,0,11.11,0
Colin Munro,232359,lbw b Shaheen Shah Afridi,29,27,5,0,107.41,0
Kane Williamson (c),277906,c Mohammad Hafeez b Shadab Khan,27,38,2,0,71.05,0
Ross Taylor,38699, b Imad Wasim,80,112,5,0,71.43,0
Tom Latham †,388802,lbw b Shadab Khan,68,64,5,0,106.25,0
Henry Nicholls,539511,lbw b Shadab Khan,0,1,0,0,0.0,0
Colin de Grandhomme,55395,c Babar Azam b Shadab Khan,0,2,0,0,0.0,0
Tim Southee,232364,c Junaid Khan b Shaheen Shah Afridi,20,21,0,1,95.24,0
Ish Sodhi,559066,c Shadab Khan b Shaheen Shah Afridi,24,19,1,2,126.32,0
Lockie Ferguson,493773,not out ,3,4,0,0,75.0,0
Trent Boult,277912,not out ,8,3,0,1,266.67,0
Imam-ul-Haq,568276,c de Grandhomme b Ferguson,34,46,3,0,73.91,1
Fakhar Zaman,512191, b Boult,1,5,0,0,20.0,1
Babar Azam,348144,c Taylor b Boult,0,1,0,0,0.0,1
Mohammad Hafeez,41434,lbw b Boult,0,1,0,0,0.0,1
Shoaib Malik,42657,c Williamson b de Grandhomme,30,50,3,0,60.0,1
Sarfaraz Ahmed (c)†,227760, b de Grandhomme,64,69,7,0,92.75,1
Shadab Khan,922943,c †Latham b Sodhi,7,18,0,0,38.89,1
Imad Wasim,227758,c de Grandhomme b Southee,50,72,0,2,69.44,1
Hasan Ali,681305,c Boult b Ferguson,16,21,1,0,76.19,1
Shaheen Shah Afridi,1072470, b Ferguson,0,2,0,0,0.0,1
Junaid Khan,259551,not out ,0,0,0,0,,1
