Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c Kumar b Washington Sundar,46,35,65,4,2,131.43,0
Jos Buttler †,308967,lbw b Kumar,0,1,2,0,0,0.0,0
Dawid Malan,236489,lbw b Chahal,24,23,43,4,0,104.35,0
Jonny Bairstow,297433,c Yadav b Washington Sundar,20,15,31,1,1,133.33,0
Eoin Morgan (c),24598,c †Pant b Thakur,28,20,29,4,0,140.0,0
Ben Stokes,311158,c Pandya b Thakur,24,21,27,1,0,114.29,0
Sam Curran,662973,not out ,6,5,11,1,0,120.0,0
Chris Jordan,288992,not out ,0,0,1,0,0,,0
KL Rahul,422108,c †Buttler b SM Curran,0,6,3,0,0,0.0,1
Ishan Kishan,720471,lbw b Rashid,56,32,48,5,4,175.0,1
Virat Kohli (c),253802,not out ,73,49,85,5,3,148.98,1
Rishabh Pant †,931581,c Bairstow b Jordan,26,13,17,2,2,200.0,1
Shreyas Iyer,642519,not out ,8,8,22,0,0,100.0,1
