Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,lbw b Chahal,10,20,2,0,50.0,0
Fakhar Zaman,512191,lbw b Kuldeep Yadav,31,44,1,1,70.45,0
Babar Azam,348144,run out (Chahal/Jadeja),9,25,0,0,36.0,0
Sarfaraz Ahmed (c)†,227760,c Sharma b Kuldeep Yadav,44,66,2,0,66.67,0
Shoaib Malik,42657,c †Dhoni b Bumrah,78,90,4,2,86.67,0
Asif Ali,494230, b Chahal,30,21,1,2,142.86,0
Shadab Khan,922943, b Bumrah,10,16,0,0,62.5,0
Mohammad Nawaz,348148,not out ,15,16,1,0,93.75,0
Hasan Ali,681305,not out ,2,2,0,0,100.0,0
Rohit Sharma (c),34102,not out ,111,119,7,4,93.28,1
Shikhar Dhawan,28235,run out (Hasan Ali/Shoaib Malik),114,100,16,2,114.0,1
Ambati Rayudu,33141,not out ,12,18,1,0,66.67,1
