Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mayank Agarwal,398438,c Piedt b Elgar,215,371,23,6,57.95,0
Rohit Sharma,34102,st †de Kock b Maharaj,176,244,23,6,72.13,0
Cheteshwar Pujara,32540, b Philander,6,17,1,0,35.29,0
Virat Kohli (c),253802,c & b Muthusamy,20,40,4,0,50.0,0
Ajinkya Rahane,277916,c Bavuma b Maharaj,15,43,2,0,34.88,0
Ravindra Jadeja,234675,not out ,30,46,0,1,65.22,0
Hanuma Vihari,452044,c Elgar b Maharaj,10,24,1,0,41.67,0
Wriddhiman Saha †,279810,c Muthusamy b Piedt,21,16,4,0,131.25,0
Ravichandran Ashwin,26421,not out ,1,17,0,0,5.88,0
Dean Elgar,230852,c Pujara b Jadeja,160,287,18,4,55.75,1
Aiden Markram,600498, b Ashwin,5,21,1,0,23.81,1
Theunis de Bruyn,486672,c †Saha b Ashwin,4,25,1,0,16.0,1
Dane Piedt,379926, b Jadeja,0,4,0,0,0.0,1
Temba Bavuma,372116,lbw b I Sharma,18,26,3,0,69.23,1
Faf du Plessis (c),44828,c Pujara b Ashwin,55,103,8,1,53.4,1
Quinton de Kock †,379143, b Ashwin,111,163,16,2,68.1,1
Senuran Muthusamy,535393,not out ,33,106,4,0,31.13,1
Vernon Philander,46945, b Ashwin,0,10,0,0,0.0,1
Keshav Maharaj,267724,c Agarwal b Ashwin,9,31,1,0,29.03,1
Kagiso Rabada,550215,lbw b Ashwin,15,17,3,0,88.24,1
Mayank Agarwal,398438,c du Plessis b Maharaj,7,31,1,0,22.58,2
Rohit Sharma,34102,st †de Kock b Maharaj,127,149,10,7,85.23,2
Cheteshwar Pujara,32540,lbw b Philander,81,148,13,2,54.73,2
Ravindra Jadeja,234675, b Rabada,40,32,0,3,125.0,2
Virat Kohli (c),253802,not out ,31,25,3,1,124.0,2
Ajinkya Rahane,277916,not out ,27,17,4,1,158.82,2
Aiden Markram,600498,c & b Jadeja,39,74,5,1,52.7,3
Dean Elgar,230852,lbw b Jadeja,2,16,0,0,12.5,3
Theunis de Bruyn,486672, b Ashwin,10,25,2,0,40.0,3
Temba Bavuma,372116, b Mohammed Shami,0,2,0,0,0.0,3
Faf du Plessis (c),44828, b Mohammed Shami,13,26,3,0,50.0,3
Quinton de Kock †,379143, b Mohammed Shami,0,2,0,0,0.0,3
Senuran Muthusamy,535393,not out ,49,108,5,0,45.37,3
Vernon Philander,46945,lbw b Jadeja,0,3,0,0,0.0,3
Keshav Maharaj,267724,lbw b Jadeja,0,1,0,0,0.0,3
Dane Piedt,379926, b Mohammed Shami,56,107,9,1,52.34,3
Kagiso Rabada,550215,c †Saha b Mohammed Shami,18,19,3,1,94.74,3
