Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ben McDermott †,603410, b Stanlake,31,35,1,1,88.57,0
D'Arcy Short,308798, b Maxwell,12,7,2,0,171.43,0
Dawid Malan,236489,c Maxwell b Rainbird,75,56,7,3,133.93,0
Nathan Ellis,826915,c Maxwell b Stanlake,0,1,0,0,0.0,0
Colin Ingram,45705,c Cartwright b Stanlake,26,12,1,3,216.67,0
Tim David,892749,not out ,8,7,0,0,114.29,0
Peter Handscomb (c),334337,not out ,3,3,0,0,100.0,0
Andre Fletcher,51862,run out (Short),10,8,2,0,125.0,1
Marcus Stoinis,325012,c Handscomb b Boland,7,10,1,0,70.0,1
Hilton Cartwright,557295, b Lamichhane,8,7,0,0,114.29,1
Glenn Maxwell (c),325026,c Short b Botha,70,37,6,5,189.19,1
Nicholas Pooran †,604302,c †McDermott b Boland,14,15,0,1,93.33,1
Ben Dunk,388678,c †McDermott b Lamichhane,2,6,0,0,33.33,1
Sam Rainbird,333872,c Ellis b Boland,15,11,1,0,136.36,1
Liam Hatcher,901155,c Handscomb b Ellis,5,8,1,0,62.5,1
Lance Morris,1125317, b Ellis,2,6,0,0,33.33,1
Billy Stanlake,533042,not out ,2,8,0,0,25.0,1
Zahir Khan,712219,not out ,2,4,0,0,50.0,1
