Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Asad Shafiq,316397, b Narine,29,28,4,0,103.57,0
Ahmed Shehzad,259410,c †Mohammad Rizwan b Sohail Tanvir,5,8,0,0,62.5,0
Kevin Pietersen,19296, b Mohammad Irfan,3,7,0,0,42.86,0
Rilee Rossouw,318845,c Umar Akmal b Mohammad Irfan,60,47,3,2,127.66,0
Sarfaraz Ahmed (c)†,227760, b Narine,1,2,0,0,50.0,0
Mohammad Nawaz,348148,run out (Yasir Shah),1,3,0,0,33.33,0
Thisara Perera,233514,c Bilawal Bhatti b Yasir Shah,12,11,1,0,109.09,0
Hassan Khan,959789,c Roy b Sohail Tanvir,16,11,1,1,145.45,0
Anwar Ali,232491,not out ,3,2,0,0,150.0,0
Tymal Mills,459257,lbw b Mohammad Irfan,0,1,0,0,0.0,0
Jason Roy,298438, b Zulfiqar Babar,27,14,5,1,192.86,1
Brendon McCullum (c),37737,c Perera b Zulfiqar Babar,20,11,2,1,181.82,1
Fakhar Zaman,512191,run out (Asad Shafiq/†Sarfraz Ahmed),11,12,1,0,91.67,1
Umar Akmal,317273,c Perera b Anwar Ali,0,4,0,0,0.0,1
Mohammad Rizwan †,323389,lbw b Hassan Khan,5,8,0,0,62.5,1
Grant Elliott,44956, b Mohammad Nawaz,26,30,2,0,86.67,1
Sohail Tanvir,43265, b Mohammad Nawaz,5,8,0,0,62.5,1
Sunil Narine,230558,lbw b Mills,26,15,0,3,173.33,1
Bilawal Bhatti,343305,run out (Perera),1,3,0,0,33.33,1
Yasir Shah,43685,c & b Hassan Khan,1,4,0,0,25.0,1
Mohammad Irfan,805925,not out ,3,3,0,0,100.0,1
