Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906,not out ,104,60,95,8,6,173.33,0
Shaun Marsh,6683,c Pollard b McClenaghan,26,21,25,5,0,123.81,0
Wriddhiman Saha †,279810, b KH Pandya,11,15,19,0,0,73.33,0
Glenn Maxwell (c),325026, b Bumrah,40,18,30,4,3,222.22,0
Marcus Stoinis,325012,c Pollard b McClenaghan,1,3,4,0,0,33.33,0
Axar Patel,554691,not out ,4,5,13,0,0,80.0,0
Parthiv Patel †,32242,c Maxwell b Stoinis,37,18,28,4,2,205.56,1
Jos Buttler,308967,c Maxwell b MM Sharma,77,37,63,7,5,208.11,1
Nitish Rana,604527,not out ,62,34,49,0,7,182.35,1
Hardik Pandya,625371,not out ,15,4,14,2,1,375.0,1
