Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Dimuth Karunaratne (c),227772,c Campbell b Cornwall,12,43,52,1,0,27.91,0
Lahiru Thirimanne,301236, b Holder,70,180,293,4,0,38.89,0
Oshada Fernando,366725,run out (Brathwaite),4,11,21,0,0,36.36,0
Dinesh Chandimal,300628,c †Da Silva b Holder,4,25,46,0,0,16.0,0
Dhananjaya de Silva,465793, b Roach,13,26,45,2,0,50.0,0
Pathum Nissanka,1028655,c Holder b Roach,9,12,24,2,0,75.0,0
Niroshan Dickwella †,429754,c Cornwall b Holder,32,76,86,2,0,42.11,0
Suranga Lakmal,49619,c Brathwaite b Holder,3,13,27,0,0,23.08,0
Dushmantha Chameera,552152, b Roach,2,7,11,0,0,28.57,0
Lasith Embuldeniya,848109,lbw b Holder,3,15,24,0,0,20.0,0
Vishwa Fernando,465783,not out ,1,11,18,0,0,9.09,0
Kraigg Brathwaite (c),348024,c de Silva b Lakmal,3,43,73,0,0,6.98,1
John Campbell,348026,c †Dickwella b Chameera,42,148,210,4,0,28.38,1
Nkrumah Bonner,314650,lbw b Embuldeniya,31,63,106,5,0,49.21,1
Kyle Mayers,348056,c de Silva b Lakmal,45,70,85,6,2,64.29,1
Jermaine Blackwood,431909, b Lakmal,2,7,23,0,0,28.57,1
Jason Holder,391485, b Lakmal,19,61,90,2,0,31.15,1
Joshua Da Silva †,1168667,c †Dickwella b Chameera,46,124,176,5,0,37.1,1
Alzarri Joseph,670031,c Chandimal b Lakmal,0,8,15,0,0,0.0,1
Rahkeem Cornwall,494581, b MVT Fernando,61,85,125,9,2,71.76,1
Kemar Roach,230553,not out ,5,15,29,1,0,33.33,1
Shannon Gabriel,446101,lbw b MVT Fernando,0,3,6,0,0,0.0,1
Lahiru Thirimanne,301236, b Roach,76,201,277,4,0,37.81,2
Dimuth Karunaratne (c),227772,c Campbell b Roach,3,13,25,0,0,23.08,2
Oshada Fernando,366725,c †Da Silva b Mayers,91,149,220,11,0,61.07,2
Dinesh Chandimal,300628,c †Da Silva b Mayers,4,9,12,0,0,44.44,2
Dhananjaya de Silva,465793, b Joseph,50,79,115,6,0,63.29,2
Pathum Nissanka,1028655,c Roach b Cornwall,103,252,341,6,0,40.87,2
Niroshan Dickwella †,429754, b Roach,96,163,274,8,0,58.9,2
Suranga Lakmal,49619,run out (Blackwood/†Da Silva),8,24,34,0,0,33.33,2
Dushmantha Chameera,552152,c Mayers b Cornwall,6,9,17,0,0,66.67,2
Lasith Embuldeniya,848109,c Holder b Cornwall,10,11,9,0,1,90.91,2
Vishwa Fernando,465783,not out ,0,0,2,0,0,,2
Kraigg Brathwaite (c),348024, b Embuldeniya,23,124,185,0,0,18.55,3
John Campbell,348026,c †Dickwella b MVT Fernando,11,15,29,2,0,73.33,3
Nkrumah Bonner,314650,not out ,113,274,423,13,1,41.24,3
Kyle Mayers,348056,c Thirimanne b Embuldeniya,52,113,152,5,0,46.02,3
Jermaine Blackwood,431909, b MVT Fernando,4,29,49,0,0,13.79,3
Jason Holder,391485,not out ,18,48,68,4,0,37.5,3
