Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Noor Ali Zadran,318340,c †Hope b Holder,5,15,0,0,33.33,0
Javed Ahmadi,308235,c †Hope b Cummins,81,102,8,2,79.41,0
Rahmat Shah,533956,c Carter b Gabriel,17,51,1,0,33.33,0
Asghar Afghan (c),320652,lbw b Nurse,2,11,0,0,18.18,0
Samiullah Shinwari,318339,c Holder b Nurse,22,46,0,1,47.83,0
Mohammad Nabi,25913,not out ,27,30,2,0,90.0,0
Afsar Zazai †,420402,c Chase b Joseph,13,17,0,0,76.47,0
Gulbadin Naib,352048,not out ,41,28,3,2,146.43,0
Evin Lewis,431901,c Amir Hamza b Gulbadin Naib,21,47,0,0,44.68,1
Kieran Powell,252932,lbw b Dawlat Zadran,2,9,0,0,22.22,1
Shai Hope †,581379,c Mohammad Nabi b Rashid Khan,35,63,1,1,55.56,1
Jason Mohammed,230549,c Mohammad Nabi b Rashid Khan,7,18,0,0,38.89,1
Roston Chase,391832,lbw b Rashid Khan,0,1,0,0,0.0,1
Jonathan Carter,314615,c sub (Shafiqullah) b Dawlat Zadran,19,56,0,0,33.93,1
Jason Holder (c),391485, b Rashid Khan,0,1,0,0,0.0,1
Ashley Nurse,315594,lbw b Rashid Khan,12,15,1,0,80.0,1
Alzarri Joseph,670031,lbw b Rashid Khan,27,35,2,1,77.14,1
Miguel Cummins,556749, b Rashid Khan,5,18,0,0,27.78,1
Shannon Gabriel,446101,not out ,2,5,0,0,40.0,1
