Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c †Dickwella b Malinga,13,15,1,0,86.67,0
Colin Munro,232359,run out (NLTC Perera/Sandakan),87,77,12,2,112.99,0
Kane Williamson (c),277906,c Sandakan b Pradeep,1,9,0,0,11.11,0
Ross Taylor,38699,run out (MDKJ Perera/†Dickwella),90,105,4,1,85.71,0
Henry Nicholls,539511,c †Dickwella b Malinga,32,38,3,0,84.21,0
James Neesham,355269,run out (Pradeep),64,37,5,3,172.97,0
Tim Seifert †,625964,run out (NLTC Perera),22,17,1,1,129.41,0
Tim Southee,232364,not out ,1,2,0,0,50.0,0
Niroshan Dickwella †,429754, b Southee,9,10,1,0,90.0,1
Danushka Gunathilaka,345821,c †Seifert b Neesham,71,73,9,0,97.26,1
Kusal Perera,300631,c Boult b Henry,4,23,0,0,17.39,1
Kusal Mendis,629074,c †Seifert b Sodhi,20,30,2,0,66.67,1
Dinesh Chandimal,300628, b Sodhi,3,12,0,0,25.0,1
Asela Gunaratne,360456,run out (Neesham/†Seifert),6,5,1,0,120.0,1
Thisara Perera,233514,c Boult b Henry,140,74,8,13,189.19,1
Seekkuge Prasanna,268740, b Sodhi,0,4,0,0,0.0,1
Lasith Malinga (c),49758, b Boult,17,22,2,0,77.27,1
Lakshan Sandakan,429738,c Taylor b Neesham,6,20,0,0,30.0,1
Nuwan Pradeep,324358,not out ,3,5,0,0,60.0,1
