Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191,c Hassan Khan b Anwar Ali,94,50,9,6,188.0,0
Anton Devcich,36948,c Anwar Ali b Rahat Ali,18,17,2,1,105.88,0
Agha Salman,623977, b Mir Hamza,1,2,0,0,50.0,0
Brendon McCullum (c),37737,st †Sarfraz Ahmed b Hassan Khan,5,11,0,0,45.45,0
Gulraiz Sadaf †,279506,not out ,42,27,3,2,155.56,0
Sunil Narine,230558,not out ,20,14,2,1,142.86,0
Jason Roy,298438,lbw b Narine,36,26,2,3,138.46,1
Shane Watson,8180, b Shaheen Shah Afridi,12,13,0,1,92.31,1
Kevin Pietersen,19296, b Narine,11,8,0,1,137.5,1
Rameez Raja,232489,c Fakhar Zaman b Yasir Shah,7,7,0,0,100.0,1
Rilee Rossouw,318845, b McClenaghan,42,22,0,5,190.91,1
Anwar Ali,232491,c Shaheen Shah Afridi b Yasir Shah,4,4,0,0,100.0,1
Sarfaraz Ahmed (c)†,227760,not out ,28,19,2,1,147.37,1
Mohammad Nawaz,348148,not out ,19,21,1,1,90.48,1
