Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Alastair Cook,11728,lbw b Hazlewood,39,104,143,3,0,37.5,0
Mark Stoneman,229954,c †Paine b Cummins,24,24,45,4,0,100.0,0
James Vince,296597,c †Paine b Cummins,25,54,82,4,0,46.3,0
Joe Root (c),303669,c MR Marsh b Starc,83,141,225,8,0,58.87,0
Dawid Malan,236489,c Smith b Starc,62,180,249,6,0,34.44,0
Jonny Bairstow †,297433,c †Paine b Hazlewood,5,7,9,1,0,71.43,0
Moeen Ali,8917,c †Paine b Cummins,30,58,91,2,0,51.72,0
Tom Curran,550235,c Bancroft b Cummins,39,65,90,6,0,60.0,0
Stuart Broad,10617,c Smith b Lyon,31,32,45,1,2,96.88,0
Mason Crane,660889,run out (MR Marsh/Bancroft),4,7,18,0,0,57.14,0
James Anderson,8608,not out ,0,3,6,0,0,0.0,0
Cameron Bancroft,501011, b Broad,0,7,6,0,0,0.0,1
David Warner,219889,c †Bairstow b Anderson,56,104,122,6,0,53.85,1
Usman Khawaja,215155,st †Bairstow b Crane,171,381,514,18,1,44.88,1
Steven Smith (c),267192,c & b Ali,83,158,254,5,0,52.53,1
Shaun Marsh,6683,run out (Stoneman),156,291,403,18,0,53.61,1
Mitchell Marsh,272450, b Curran,101,141,191,15,2,71.63,1
Tim Paine †,7252,not out ,38,52,105,2,0,73.08,1
Mitchell Starc,311592,c Vince b Ali,11,10,15,0,1,110.0,1
Pat Cummins,489889,not out ,24,16,24,4,0,150.0,1
Alastair Cook,11728, b Lyon,10,20,29,0,0,50.0,2
Mark Stoneman,229954,lbw b Starc,0,9,15,0,0,0.0,2
James Vince,296597,c Smith b Cummins,18,51,74,1,0,35.29,2
Joe Root (c),303669,retired not out ,58,167,236,1,0,34.73,2
Dawid Malan,236489,lbw b Lyon,5,27,62,0,0,18.52,2
Jonny Bairstow †,297433,lbw b Cummins,38,143,183,4,0,26.57,2
Moeen Ali,8917,lbw b Lyon,13,43,58,1,0,30.23,2
Tom Curran,550235,not out ,23,40,64,5,0,57.5,2
Stuart Broad,10617,c †Paine b Cummins,4,2,3,1,0,200.0,2
Mason Crane,660889,c †Paine b Cummins,2,4,17,0,0,50.0,2
James Anderson,8608,c †Paine b Hazlewood,2,23,35,0,0,8.7,2
