Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Liton Das,536936,run out (†Pant),29,21,4,0,138.1,0
Mohammad Naim,990081,c Iyer b Washington Sundar,36,31,5,0,116.13,0
Soumya Sarkar,436677,st †Pant b Chahal,30,20,2,1,150.0,0
Mushfiqur Rahim †,56029,c Pandya b Chahal,4,6,0,0,66.67,0
Mahmudullah (c),56025,c Dube b Chahar,30,21,4,0,142.86,0
Afif Hossain,935995,c Sharma b Ahmed,6,8,0,0,75.0,0
Mosaddek Hossain,550133,not out ,7,9,0,0,77.78,0
Aminul Islam,926597,not out ,5,5,1,0,100.0,0
Rohit Sharma (c),34102,c sub (Mohammad Mithun) b Aminul Islam,85,43,6,6,197.67,1
Shikhar Dhawan,28235, b Aminul Islam,31,27,4,0,114.81,1
KL Rahul,422108,not out ,8,11,0,0,72.73,1
Shreyas Iyer,642519,not out ,24,13,3,1,184.62,1
