Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Liton Das,536936,st †Dhoni b Kuldeep Yadav,121,117,12,2,103.42,0
Mehidy Hasan Miraz,629063,c Rayudu b Jadhav,32,59,3,0,54.24,0
Imrul Kayes,280734,lbw b Chahal,2,12,0,0,16.67,0
Mushfiqur Rahim †,56029,c Bumrah b Jadhav,5,9,1,0,55.56,0
Mohammad Mithun,269237,run out (Jadeja/Chahal),2,4,0,0,50.0,0
Mahmudullah,56025,c Bumrah b Kuldeep Yadav,4,16,0,0,25.0,0
Soumya Sarkar,436677,run out (Rayudu/†Dhoni),33,45,1,1,73.33,0
Mashrafe Mortaza (c),56007,st †Dhoni b Kuldeep Yadav,7,9,0,1,77.78,0
Nazmul Islam,446810,run out (sub [MK Pandey]),7,13,0,0,53.85,0
Mustafizur Rahman,330902,not out ,2,5,0,0,40.0,0
Rubel Hossain,300619, b Bumrah,0,2,0,0,0.0,0
Rohit Sharma (c),34102,c Nazmul Islam b Rubel Hossain,48,55,3,3,87.27,1
Shikhar Dhawan,28235,c Soumya Sarkar b Nazmul Islam,15,14,3,0,107.14,1
Ambati Rayudu,33141,c †Mushfiqur Rahim b Mashrafe Mortaza,2,7,0,0,28.57,1
Dinesh Karthik,30045,lbw b Mahmudullah,37,61,1,1,60.66,1
MS Dhoni †,28081,c †Mushfiqur Rahim b Mustafizur Rahman,36,67,3,0,53.73,1
Kedar Jadhav,290716,not out ,23,27,1,1,85.19,1
Ravindra Jadeja,234675,c †Mushfiqur Rahim b Rubel Hossain,23,33,1,0,69.7,1
Bhuvneshwar Kumar,326016,c †Mushfiqur Rahim b Mustafizur Rahman,21,31,1,1,67.74,1
Kuldeep Yadav,559235,not out ,5,5,0,0,100.0,1
