Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mohammad Shahzad †,419873,c Vitori b Cremer,36,40,4,1,90.0,0
Ihsanullah,703323,c Mire b Cremer,54,53,9,0,101.89,0
Rahmat Shah,533956,c Ervine b Jarvis,114,110,8,4,103.64,0
Asghar Afghan (c),320652,c Chatara b Cremer,3,10,0,0,30.0,0
Nasir Jamal,524048, b Sikandar Raza,31,41,2,0,75.61,0
Najibullah Zadran,524049,not out ,81,51,5,5,158.82,0
Hamilton Masakadza,55608,c Rahmat Shah b Mujeeb Ur Rahman,16,26,1,1,61.54,1
Solomon Mire,290462, b Dawlat Zadran,34,25,2,3,136.0,1
Brendan Taylor †,55814,c & b Mohammad Nabi,16,17,1,0,94.12,1
Craig Ervine,55412, b Mujeeb Ur Rahman,33,42,2,1,78.57,1
Sikandar Raza,299572,c sub (Samiullah Shinwari) b Gulbadin Naib,25,36,2,1,69.44,1
Ryan Burl,495964,lbw b Rashid Khan,2,14,0,0,14.29,1
Malcolm Waller,55872, b Rashid Khan,0,4,0,0,0.0,1
Graeme Cremer (c),55346,lbw b Rashid Khan,1,5,0,0,20.0,1
Kyle Jarvis,332996,c Gulbadin Naib b Rahmat Shah,20,14,4,0,142.86,1
Tendai Chatara,425639,not out ,2,17,0,0,11.76,1
Brian Vitori,235514, b Rashid Khan,8,8,0,1,100.0,1
