Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jimmy Peirson †,444970,c Jordan b Pollard,46,29,35,5,1,158.62,0
Brendon McCullum (c),37737,c Lehmann b Pollard,42,21,38,4,3,200.0,0
Chris Lynn,326637,c Pollard b Jordan,29,20,25,0,3,145.0,0
Alex Ross,333624, b Jordan,64,36,49,6,4,177.78,0
Ben Cutting,230371,c Jordan b Richardson,6,8,12,0,0,75.0,0
Joe Burns,326632,not out ,10,6,12,0,1,166.67,0
Jake Weatherald,781285,c Floros b Steketee,52,30,45,3,4,173.33,1
Ben Dunk †,388678,c Steketee b Cutting,85,43,52,8,5,197.67,1
Travis Head,530011,c Badree b Swepson,23,25,29,3,0,92.0,1
Brad Hodge (c),5674,not out ,27,17,36,3,0,158.82,1
Kieron Pollard,230559, b Cutting,1,2,9,0,0,50.0,1
Jake Lehmann,437448, b Steketee,0,1,5,0,0,0.0,1
Chris Jordan,288992,c McCullum b Steketee,1,2,4,0,0,50.0,1
