Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c Brathwaite b Cottrell,5,7,0,0,71.43,0
Liton Das,536936,c Brathwaite b Thomas,6,5,1,0,120.0,0
Soumya Sarkar,436677,c Powell b Cottrell,5,4,1,0,125.0,0
Shakib Al Hasan (c),56143,c & b Cottrell,61,43,8,2,141.86,0
Mushfiqur Rahim †,56029,run out (Powell),5,3,1,0,166.67,0
Mahmudullah,56025,c †Hope b Cottrell,12,19,1,0,63.16,0
Ariful Haque,270135,c Pooran b Allen,17,18,2,0,94.44,0
Mohammad Saifuddin,629070,c Pooran b Brathwaite,1,2,0,0,50.0,0
Mehidy Hasan Miraz,629063,c †Hope b Paul,8,10,1,0,80.0,0
Abu Hider,550137,not out ,1,2,0,0,50.0,0
Mustafizur Rahman,330902, b Paul,0,2,0,0,0.0,0
Evin Lewis,431901,c Ariful Haque b Mohammad Saifuddin,18,11,1,1,163.64,1
Shai Hope †,581379,c Mustafizur Rahman b Mahmudullah,55,23,3,6,239.13,1
Nicholas Pooran,604302,not out ,23,17,3,0,135.29,1
Keemo Paul,677081,not out ,28,14,1,3,200.0,1
