Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821, b Saini,20,21,3,0,95.24,0
Avishka Fernando,784369,c Saini b Washington Sundar,22,16,5,0,137.5,0
Kusal Perera †,300631,c Dhawan b Kuldeep Yadav,34,28,0,3,121.43,0
Oshada Fernando,366725,st †Pant b Kuldeep Yadav,10,9,1,0,111.11,0
Bhanuka Rajapaksa,342619,c †Pant b Saini,9,12,1,0,75.0,0
Dasun Shanaka,437316, b Bumrah,7,8,0,0,87.5,0
Dhananjaya de Silva,465793,c Dube b Thakur,17,13,2,0,130.77,0
PWH de Silva,784379,not out ,16,10,3,0,160.0,0
Isuru Udana,328026,c Saini b Thakur,1,2,0,0,50.0,0
Lasith Malinga (c),49758,c Kuldeep Yadav b Thakur,0,1,0,0,0.0,0
Lahiru Kumara,784375,not out ,0,0,0,0,,0
KL Rahul,422108, b PWH de Silva,45,32,6,0,140.62,1
Shikhar Dhawan,28235,lbw b PWH de Silva,32,29,2,0,110.34,1
Shreyas Iyer,642519,c Shanaka b Kumara,34,26,3,1,130.77,1
Virat Kohli (c),253802,not out ,30,17,1,2,176.47,1
Rishabh Pant †,931581,not out ,1,1,0,0,100.0,1
