Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194, b Perera,52,53,6,1,98.11,0
Imrul Kayes,280734,lbw b Sandakan,40,75,4,0,53.33,0
Mominul Haque,373696,c Mendis b Herath,176,214,16,1,82.24,0
Mushfiqur Rahim,56029,c †Dickwella b Lakmal,92,192,10,0,47.92,0
Liton Das †,536936, b Lakmal,0,1,0,0,0.0,0
Mahmudullah (c),56025,not out ,83,134,7,2,61.94,0
Mosaddek Hossain,550133,c Sandakan b Herath,8,15,1,0,53.33,0
Mehidy Hasan Miraz,629063,run out (Kumara/†Dickwella),20,19,1,1,105.26,0
Sunzamul Islam,380974,st †Dickwella b Sandakan,24,56,1,0,42.86,0
Taijul Islam,401057, b Herath,1,3,0,0,33.33,0
Mustafizur Rahman,330902,c †Dickwella b Lakmal,8,21,0,1,38.1,0
Dimuth Karunaratne,227772,c Imrul Kayes b Mehidy Hasan Miraz,0,9,0,0,0.0,1
Kusal Mendis,629074,c Mushfiqur Rahim b Taijul Islam,196,327,22,2,59.94,1
Dhananjaya de Silva,465793,c †Liton Das b Mustafizur Rahman,173,229,21,1,75.55,1
Roshen Silva,237310,c †Liton Das b Mehidy Hasan Miraz,109,230,6,1,47.39,1
Dinesh Chandimal (c),300628, b Taijul Islam,87,185,3,0,47.03,1
Niroshan Dickwella †,429754,c †Liton Das b Mehidy Hasan Miraz,62,61,9,0,101.64,1
Dilruwan Perera,49920,lbw b Sunzamul Islam,32,68,4,0,47.06,1
Rangana Herath,49178,lbw b Taijul Islam,24,61,1,0,39.34,1
Suranga Lakmal,49619, b Taijul Islam,9,21,0,0,42.86,1
Lahiru Kumara,784375,not out ,2,6,0,0,33.33,1
Tamim Iqbal,56194,c †Dickwella b Sandakan,41,62,6,0,66.13,2
Imrul Kayes,280734,c Chandimal b Perera,19,48,1,1,39.58,2
Mominul Haque,373696,c Karunaratne b de Silva,105,174,5,2,60.34,2
Mushfiqur Rahim,56029,c Mendis b Herath,2,20,0,0,10.0,2
Liton Das †,536936,c Perera b Herath,94,182,11,0,51.65,2
Mahmudullah (c),56025,not out ,28,65,3,0,43.08,2
Mosaddek Hossain,550133,not out ,8,53,1,0,15.09,2
