Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Dean Elgar,230852,c Mominul Haque b Mustafizur Rahman,199,388,553,15,3,51.29,0
Aiden Markram,600498,run out (Sabbir Rahman/Mehidy Hasan Miraz),97,152,236,13,0,63.82,0
Hashim Amla,43906,c Mehidy Hasan Miraz b Shafiul Islam,137,200,258,17,1,68.5,0
Temba Bavuma,372116,not out ,31,87,118,2,1,35.63,0
Faf du Plessis (c),44828,not out ,26,49,63,4,0,53.06,0
Liton Das †,536936,c Amla b Morkel,25,29,46,4,0,86.21,1
Imrul Kayes,280734,c Markram b Rabada,7,20,24,0,0,35.0,1
Mominul Haque,373696,c Markram b Maharaj,77,150,254,12,0,51.33,1
Mushfiqur Rahim (c),56029,c Markram b Maharaj,44,57,64,7,1,77.19,1
Tamim Iqbal,56194,c †de Kock b Phehlukwayo,39,67,87,6,1,58.21,1
Mahmudullah,56025, b Morkel,66,124,170,11,1,53.23,1
Sabbir Rahman,373538, b Olivier,30,46,72,4,1,65.22,1
Mehidy Hasan Miraz,629063,c Elgar b Rabada,8,16,33,0,0,50.0,1
Taskin Ahmed,538506,run out (Bavuma/Markram),1,2,4,0,0,50.0,1
Shafiul Islam,288305,c Amla b Maharaj,2,13,22,0,0,15.38,1
Mustafizur Rahman,330902,not out ,10,12,12,2,0,83.33,1
Aiden Markram,600498,c †Liton Das b Mustafizur Rahman,15,26,49,2,0,57.69,2
Dean Elgar,230852,lbw b Shafiul Islam,18,25,29,2,0,72.0,2
Hashim Amla,43906,c †Liton Das b Mustafizur Rahman,28,43,65,3,0,65.12,2
Temba Bavuma,372116,c †Liton Das b Mominul Haque,71,107,169,7,0,66.36,2
Faf du Plessis (c),44828,lbw b Mominul Haque,81,101,111,6,1,80.2,2
Quinton de Kock †,379143,st †Liton Das b Mominul Haque,8,11,17,1,0,72.73,2
Andile Phehlukwayo,540316,not out ,6,13,20,0,0,46.15,2
Keshav Maharaj,267724,not out ,19,11,12,1,1,172.73,2
Tamim Iqbal,56194, b Morkel,0,4,2,0,0,0.0,3
Imrul Kayes,280734,c †de Kock b Maharaj,32,42,73,5,0,76.19,3
Mominul Haque,373696,lbw b Morkel,0,2,2,0,0,0.0,3
Mushfiqur Rahim (c),56029,c Amla b Rabada,16,55,77,1,0,29.09,3
Mahmudullah,56025, b Rabada,9,18,27,1,0,50.0,3
Liton Das †,536936,lbw b Rabada,4,16,24,0,0,25.0,3
Sabbir Rahman,373538,lbw b Maharaj,4,8,13,1,0,50.0,3
Mehidy Hasan Miraz,629063,not out ,15,32,47,1,1,46.88,3
Taskin Ahmed,538506,lbw b Maharaj,4,9,11,0,0,44.44,3
Shafiul Islam,288305,run out (sub [WD Parnell]/Rabada/†de Kock),2,1,10,0,0,200.0,3
Mustafizur Rahman,330902,c & b Maharaj,1,11,18,0,0,9.09,3
