Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Pandya b KV Sharma,36,18,28,5,1,200.0,0
Wriddhiman Saha †,279810,not out ,93,55,109,11,3,169.09,0
Glenn Maxwell (c),325026, b Bumrah,47,21,29,2,5,223.81,0
Shaun Marsh,6683,c †Patel b McClenaghan,25,16,23,0,2,156.25,0
Axar Patel,554691,not out ,19,13,26,0,1,146.15,0
Lendl Simmons,53116,c Guptill b Maxwell,59,32,50,5,4,184.38,1
Parthiv Patel †,32242,c Vohra b MM Sharma,38,23,44,7,0,165.22,1
Nitish Rana,604527,c Guptill b Patel,12,12,21,2,0,100.0,1
Rohit Sharma (c),34102,c Guptill b Tewatia,5,7,10,0,0,71.43,1
Kieron Pollard,230559,not out ,50,24,49,1,5,208.33,1
Hardik Pandya,625371,c †Saha b Sandeep Sharma,30,13,19,0,4,230.77,1
Karn Sharma,30288, b MM Sharma,19,6,9,3,1,316.67,1
Harbhajan Singh,29264,not out ,2,4,14,0,0,50.0,1
