Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889, b de Silva,26,48,70,2,0,54.17,0
Aaron Finch (c),5334,c Karunaratne b Udana,153,132,176,15,5,115.91,0
Usman Khawaja,215155,c Udana b de Silva,10,20,21,1,0,50.0,0
Steven Smith,267192, b Malinga,73,59,90,7,1,123.73,0
Glenn Maxwell,325026,not out ,46,25,40,5,1,184.0,0
Shaun Marsh,6683,c Siriwardana b Udana,3,9,19,0,0,33.33,0
Alex Carey †,326434,run out (Udana),4,3,8,0,0,133.33,0
Pat Cummins,489889,run out (Udana),0,1,4,0,0,0.0,0
Mitchell Starc,311592,not out ,5,4,7,0,0,125.0,0
Dimuth Karunaratne (c),227772,c Maxwell b Richardson,97,108,132,9,0,89.81,1
Kusal Perera †,300631, b Starc,52,36,64,5,1,144.44,1
Lahiru Thirimanne,301236,c †Carey b Behrendorff,16,26,34,1,0,61.54,1
Kusal Mendis,629074,c †Carey b Starc,30,37,68,0,2,81.08,1
Angelo Mathews,49764,c †Carey b Cummins,9,11,14,2,0,81.82,1
Milinda Siriwardana,222354, b Starc,3,4,5,0,0,75.0,1
Thisara Perera,233514,c Warner b Starc,7,3,4,0,1,233.33,1
Dhananjaya de Silva,465793,not out ,16,30,43,2,0,53.33,1
Isuru Udana,328026,c Finch b Richardson,8,8,8,1,0,100.0,1
Lasith Malinga,49758,c Khawaja b Richardson,1,5,9,0,0,20.0,1
Nuwan Pradeep,324358,c †Carey b Cummins,0,7,21,0,0,0.0,1
