Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Wriddhiman Saha †,279810,st †Karthik b Chawla,35,27,5,0,129.63,0
Shikhar Dhawan,28235,lbw b Kuldeep Yadav,34,24,4,1,141.67,0
Kane Williamson (c),277906,c †Karthik b Kuldeep Yadav,3,3,0,0,100.0,0
Shakib Al Hasan,56143,run out (Kuldeep Yadav),28,24,4,0,116.67,0
Deepak Hooda,497121,c Chawla b Narine,19,19,0,1,100.0,0
Yusuf Pathan,32498,c Chawla b Shivam Mavi,3,7,0,0,42.86,0
Carlos Brathwaite,457249,run out (Rana/†Karthik),8,4,0,1,200.0,0
Rashid Khan,793463,not out ,34,10,2,4,340.0,0
Bhuvneshwar Kumar,326016,not out ,5,2,1,0,250.0,0
Chris Lynn,326637,lbw b Rashid Khan,48,31,6,2,154.84,1
Sunil Narine,230558,c Brathwaite b Kaul,26,13,4,1,200.0,1
Nitish Rana,604527,run out (Rashid Khan/†Saha),22,16,1,2,137.5,1
Robin Uthappa,35582, b Rashid Khan,2,8,0,0,25.0,1
Dinesh Karthik (c)†,30045, b Shakib Al Hasan,8,6,1,0,133.33,1
Shubman Gill,1070173,c Rashid Khan b Brathwaite,30,20,2,1,150.0,1
Andre Russell,276298,c Dhawan b Rashid Khan,3,7,0,0,42.86,1
Piyush Chawla,32966, b Kaul,12,12,0,1,100.0,1
Shivam Mavi,1079848,c Rashid Khan b Brathwaite,6,4,1,0,150.0,1
Kuldeep Yadav,559235,not out ,0,3,0,0,0.0,1
Prasidh Krishna,917159,not out ,0,0,0,0,,1
