Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shan Masood,233901,st †Sarfaraz Ahmed b Fawad Ahmed,18,16,3,0,112.5,0
James Vince,296597,lbw b Mohammad Nawaz,28,17,6,0,164.71,0
Laurie Evans,256956,run out (†Sarfaraz Ahmed),10,15,0,0,66.67,0
Shoaib Malik (c),42657,c Ahsan Ali b Sohail Tanvir,53,37,4,2,143.24,0
Dan Christian,4864,c Mohammad Nawaz b Mohammad Irfan,18,19,0,1,94.74,0
Andre Russell,276298,c Rossouw b Ghulam Mudassar,18,12,3,0,150.0,0
Shahid Afridi,42639,lbw b Mohammad Irfan,0,1,0,0,0.0,0
Shakeel Ansar †,42814,not out ,0,3,0,0,0.0,0
Nauman Ali,238672,c Mohammad Irfan b Ghulam Mudassar,2,2,0,0,100.0,0
Ali Shafiq,1012853,run out (†Sarfaraz Ahmed),0,0,0,0,,0
Shane Watson,8180,c sub (Mohammad Ilyas) b Shahid Afridi,61,40,11,0,152.5,1
Ahsan Ali,348146,c sub (Mohammad Ilyas) b Mohammad Irfan,9,8,1,0,112.5,1
Rilee Rossouw,318845,not out ,67,45,10,1,148.89,1
Umar Akmal,317273,not out ,17,18,1,0,94.44,1
