Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,lbw b Dinda,2,8,0,0,25.0,0
Shreyas Iyer,642519,c Khawaja b Dinda,8,10,1,0,80.0,0
Karun Nair,398439,lbw b Zampa,41,43,5,0,95.35,0
Sanju Samson,425943,st †Dhoni b Zampa,10,13,0,0,76.92,0
Rishabh Pant,931581,c Perera b Zampa,4,9,0,0,44.44,0
Jean-Paul Duminy,44932,c Pathan b Dinda,14,14,1,0,100.0,0
Chris Morris,439952,not out ,38,20,4,2,190.0,0
Nathan Coulter-Nile,261354,not out ,2,3,0,0,66.67,0
Ajinkya Rahane,277916,not out ,42,36,5,1,116.67,1
Usman Khawaja,215155,c Iyer b Morris,19,13,4,0,146.15,1
George Bailey,4451,not out ,8,18,1,0,44.44,1
