Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Moeen Ali,8917, b Shaheen Shah Afridi,1,5,0,0,20.0,0
Zeeshan Ashraf †,520183,c Sohail Akhtar b Mohammad Hafeez,2,3,0,0,66.67,0
Shan Masood (c),233901, b Wiese,42,29,5,0,144.83,0
Ravi Bopara,10582,c Fakhar Zaman b Wiese,33,36,4,0,91.67,0
Khushdil Shah,716733,not out ,70,29,5,6,241.38,0
Asad Shafiq,316397,run out (Dilbar Hussain/†Dunk),1,1,0,0,100.0,0
Rohail Nazir,1092313, b Shaheen Shah Afridi,24,17,2,1,141.18,0
Bilawal Bhatti,343305,not out ,1,1,0,0,100.0,0
Fakhar Zaman,512191,st †Zeeshan Ashraf b Usman Qadir,57,35,7,2,162.86,1
Chris Lynn,326637,not out ,113,55,12,8,205.45,1
Sohail Akhtar (c),532424,not out ,19,23,2,0,82.61,1
