Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Suryakumar Yadav,446507,c Unadkat b Archer,38,31,7,0,122.58,0
Evin Lewis,431901,c Samson b Kulkarni,60,42,4,4,142.86,0
Rohit Sharma (c),34102,c Unadkat b Archer,0,1,0,0,0.0,0
Ishan Kishan †,720471,c Samson b Stokes,12,11,1,0,109.09,0
Hardik Pandya,625371,c Samson b Stokes,36,21,3,2,171.43,0
Krunal Pandya,471342,c Gowtham b Unadkat,3,7,0,0,42.86,0
Ben Cutting,230371,not out ,10,7,0,1,142.86,0
Jean-Paul Duminy,44932,not out ,0,0,0,0,,0
D'Arcy Short,308798,c †Ishan Kishan b Bumrah,4,5,1,0,80.0,1
Jos Buttler †,308967,not out ,94,53,9,5,177.36,1
Ajinkya Rahane (c),277916,c Yadav b HH Pandya,37,36,4,0,102.78,1
Sanju Samson,425943,c sub (RD Chahar) b HH Pandya,26,14,2,2,185.71,1
Ben Stokes,311158,not out ,0,0,0,0,,1
