Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191,c Henry b de Grandhomme,65,77,8,0,84.42,0
Mohammad Hafeez,41434,hit wicket b Ferguson,19,34,1,0,55.88,0
Babar Azam,348144,c Nicholls b Boult,92,100,4,1,92.0,0
Haris Sohail,318788,c Worker b Ferguson,60,59,6,2,101.69,0
Shoaib Malik,42657,c Worker b Henry,18,18,0,0,100.0,0
Asif Ali,494230, b Ferguson,9,6,0,1,150.0,0
Faheem Ashraf,681117, b Ferguson,5,2,0,0,250.0,0
Hasan Ali,681305,c Worker b Ferguson,2,3,0,0,66.67,0
Sarfaraz Ahmed (c)†,227760,not out ,1,1,0,0,100.0,0
George Worker,277911,not out ,18,19,2,0,94.74,1
Colin Munro,232359, b Shaheen Shah Afridi,0,2,0,0,0.0,1
Henry Nicholls,539511,not out ,15,20,1,0,75.0,1
