Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Matthew Wade (c)†,230193,c †Handscomb b Worrall,2,4,0,0,50.0,0
D'Arcy Short,308798,c Gotch b Zampa,35,21,4,2,166.67,0
Caleb Jewell,834741, b Worrall,1,4,0,0,25.0,0
Ben McDermott,603410,c Maxwell b Bravo,53,42,2,0,126.19,0
George Bailey,4451,c Maxwell b Worrall,37,32,0,2,115.62,0
Simon Milenko,326639,lbw b Worrall,3,6,0,0,50.0,0
James Faulkner,270484,run out (Gotch/Bravo/†Handscomb),4,4,0,0,100.0,0
Jofra Archer,669855,not out ,7,4,0,0,175.0,0
Clive Rose,288285,not out ,4,3,0,0,133.33,0
Ben Dunk,388678,c †Wade b Archer,9,3,1,0,300.0,1
Marcus Stoinis,325012, b Qais Ahmad,18,20,1,1,90.0,1
Peter Handscomb †,334337,lbw b Qais Ahmad,35,26,5,1,134.62,1
Nic Maddinson,333780,c Rose b Qais Ahmad,18,9,0,2,200.0,1
Glenn Maxwell (c),325026,not out ,43,33,4,0,130.3,1
Seb Gotch,500267,not out ,33,22,4,1,150.0,1
