Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
John Campbell,348026,c Pandya b Washington Sundar,0,2,0,0,0.0,0
Evin Lewis,431901, b Kumar,0,4,0,0,0.0,0
Nicholas Pooran †,604302,c †Pant b Saini,20,16,1,2,125.0,0
Kieron Pollard,230559,lbw b Saini,49,49,2,4,100.0,0
Shimron Hetmyer,670025, b Saini,0,1,0,0,0.0,0
Rovman Powell,820351,c †Pant b Ahmed,4,5,1,0,80.0,0
Carlos Brathwaite (c),457249,c & b Pandya,9,24,0,0,37.5,0
Sunil Narine,230558,c Ahmed b Jadeja,2,4,0,0,50.0,0
Keemo Paul,677081,c Kohli b Kumar,3,11,0,0,27.27,0
Sheldon Cottrell,495551,not out ,0,1,0,0,0.0,0
Oshane Thomas,914567,not out ,0,3,0,0,0.0,0
Rohit Sharma,34102,c Pollard b Narine,24,25,2,2,96.0,1
Shikhar Dhawan,28235,lbw b Cottrell,1,7,0,0,14.29,1
Virat Kohli (c),253802,c Pollard b Cottrell,19,29,1,0,65.52,1
Rishabh Pant †,931581,c Cottrell b Narine,0,1,0,0,0.0,1
Manish Pandey,290630, b Paul,19,14,2,0,135.71,1
Krunal Pandya,471342, b Paul,12,14,1,0,85.71,1
Ravindra Jadeja,234675,not out ,10,9,0,0,111.11,1
Washington Sundar,719715,not out ,8,5,0,1,160.0,1
