Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rob Quiney,211854, b Steketee,0,1,0,0,0.0,0
Luke Wright,23460,not out ,60,55,3,2,109.09,0
Kevin Pietersen,19296,lbw b Steketee,0,1,0,0,0.0,0
Seb Gotch †,500267, b Swepson,30,25,2,0,120.0,0
Marcus Stoinis,325012, b Swepson,0,1,0,0,0.0,0
David Hussey (c),5766,c Labuschagne b Mills,29,28,3,0,103.57,0
Evan Gulbis,381183,c Heazlett b Wildermuth,2,5,0,0,40.0,0
Ben Hilfenhaus,5941,c Heazlett b Cutting,1,6,0,0,16.67,0
Adam Zampa,379504,not out ,0,0,0,0,,0
Sam Heazlett,826679,c Boland b Gulbis,39,27,1,2,144.44,1
Jimmy Peirson †,444970,c Quiney b Boland,8,7,1,0,114.29,1
Nathan Reardon,7529,c Stoinis b Hilfenhaus,1,3,0,0,33.33,1
Alex Ross,333624,not out ,46,40,4,0,115.0,1
Joe Burns (c),326632,not out ,42,32,2,3,131.25,1
