Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Avishka Fernando,784369,c Soumya Sarkar b Shafiul Islam,7,13,0,0,53.85,0
Dimuth Karunaratne (c),227772,c Mustafizur Rahman b Mehidy Hasan Miraz,36,37,4,0,97.3,0
Kusal Perera †,300631,c Mustafizur Rahman b Soumya Sarkar,111,99,17,1,112.12,0
Kusal Mendis,629074,c †Mushfiqur Rahim b Rubel Hossain,43,49,4,0,87.76,0
Angelo Mathews,49764,c Sabbir Rahman b Mustafizur Rahman,48,52,3,0,92.31,0
Lahiru Thirimanne,301236,c Soumya Sarkar b Mustafizur Rahman,25,30,1,0,83.33,0
Thisara Perera,233514,c Soumya Sarkar b Shafiul Islam,2,3,0,0,66.67,0
Dhananjaya de Silva,465793,c Sabbir Rahman b Shafiul Islam,18,12,3,0,150.0,0
Lasith Malinga,49758,not out ,6,6,0,0,100.0,0
Nuwan Pradeep,324358,not out ,0,0,0,0,,0
Tamim Iqbal (c),56194, b Malinga,0,5,0,0,0.0,1
Soumya Sarkar,436677, b Malinga,15,22,1,0,68.18,1
Mohammad Mithun,269237,lbw b Pradeep,10,21,1,0,47.62,1
Mushfiqur Rahim †,56029,c Mendis b Pradeep,67,86,5,0,77.91,1
Mahmudullah,56025,c sub (PWH de Silva) b Kumara,3,10,0,0,30.0,1
Sabbir Rahman,373538,c Fernando b de Silva,60,56,7,0,107.14,1
Mosaddek Hossain,550133,run out (Mendis),12,16,1,0,75.0,1
Mehidy Hasan Miraz,629063,c Mendis b de Silva,2,5,0,0,40.0,1
Shafiul Islam,288305, b Pradeep,2,9,0,0,22.22,1
Rubel Hossain,300619,not out ,6,6,1,0,100.0,1
Mustafizur Rahman,330902,c NLTC Perera b Malinga,18,14,3,0,128.57,1
