Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kamran Akmal †,41028,lbw b Patel,1,9,0,0,11.11,0
Andre Fletcher,51862,lbw b Shadab Khan,21,15,4,0,140.0,0
Mohammad Hafeez,41434,c & b Patel,8,6,0,1,133.33,0
Chris Jordan,288992,c Duminy b Hussain Talat,36,26,1,3,138.46,0
Liam Dawson,211855, b Mohammad Sami,33,30,1,1,110.0,0
Saad Nasim,317248,c & b Hussain Talat,2,3,0,0,66.67,0
Daren Sammy (c),53115,lbw b Shadab Khan,6,6,1,0,100.0,0
Umaid Asif,429122,lbw b Shadab Khan,0,1,0,0,0.0,0
Hasan Ali,681305,c Walton b Faheem Ashraf,6,5,1,0,120.0,0
Wahab Riaz,43590,not out ,28,14,4,1,200.0,0
Sameen Gul,922947,not out ,2,5,0,0,40.0,0
Luke Ronchi †,7502,c Fletcher b Jordan,52,26,4,5,200.0,1
Sahibzada Farhan,647785,c Hasan Ali b Wahab Riaz,44,33,5,1,133.33,1
Chadwick Walton,315586, b Umaid Asif,0,2,0,0,0.0,1
Jean-Paul Duminy (c),44932,c & b Jordan,2,4,0,0,50.0,1
Samit Patel,18632,c Mohammad Hafeez b Hasan Ali,10,13,2,0,76.92,1
Shadab Khan,922943,c Jordan b Hasan Ali,1,2,0,0,50.0,1
Hussain Talat,628240, b Wahab Riaz,7,11,0,0,63.64,1
Asif Ali,494230,not out ,26,6,0,3,433.33,1
Faheem Ashraf,681117,not out ,6,4,0,1,150.0,1
