Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kusal Pereraʠ,300631,c Simmons b Allen,15,13,2,0,115.38,0
Avishka Fernando,784369, b Thomas,9,10,1,0,90.0,0
Shehan Jayasuriya,422965,c Powell b Allen,16,18,3,0,88.89,0
Kusal Mendis,629074,c Powell b Bravo,11,13,1,0,84.62,0
Angelo Mathews,49764,run out (Allen),23,22,2,0,104.55,0
Dasun Shanaka,437316,not out ,31,24,3,1,129.17,0
PWH de Silva,784379,c Hetmyer b Cottrell,8,8,1,0,100.0,0
Thisara Perera,233514,not out ,21,13,1,1,161.54,0
Lendl Simmons,53116, b Mathews,9,8,0,0,112.5,1
Brandon King,670035,c Malinga b Kumara,43,21,6,2,204.76,1
Shimron Hetmyer,670025,not out ,43,42,3,0,102.38,1
Rovman Powell,820351,c Jayasuriya b Shanaka,17,17,2,0,100.0,1
Andre Russell,276298,not out ,40,14,0,6,285.71,1
