Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Aaron Finch,5334,c Gayle b Iqbal Abdulla,4,6,7,1,0,66.67,0
Brendon McCullum,37737,c de Villiers b Iqbal Abdulla,1,4,5,0,0,25.0,0
Suresh Raina (c),33335,c Aravind b Watson,1,9,11,0,0,11.11,0
Dinesh Karthik †,30045, b Jordan,26,30,50,2,0,86.67,0
Dwayne Smith,53118,c Kohli b Chahal,73,41,57,5,6,178.05,0
Ravindra Jadeja,234675,c Gayle b Watson,3,7,12,0,0,42.86,0
Dwayne Bravo,51439, b Watson,8,6,19,1,0,133.33,0
Eklavya Dwivedi,340841,c Kohli b Watson,19,9,12,1,2,211.11,0
Praveen Kumar,30732, b Jordan,1,2,8,0,0,50.0,0
Dhawal Kulkarni,277955,run out (Sachin Baby/†Rahul),10,4,8,2,0,250.0,0
Shadab Jakati,29655,not out ,1,2,2,0,0,50.0,0
Chris Gayle,51880, b Kulkarni,9,12,15,2,0,75.0,1
Virat Kohli (c),253802, b Kulkarni,0,2,6,0,0,0.0,1
AB de Villiers,44936,not out ,79,47,80,5,5,168.09,1
KL Rahul †,422108,c Smith b Kulkarni,0,1,1,0,0,0.0,1
Shane Watson,8180,c Smith b Jadeja,1,6,5,0,0,16.67,1
Sachin Baby,432783,c Jakati b Kulkarni,0,3,2,0,0,0.0,1
Stuart Binny,27223,lbw b Jadeja,21,15,18,2,1,140.0,1
Iqbal Abdulla,277237,not out ,33,25,41,3,1,132.0,1
