Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Marcus Harris,434813, b Green,64,41,7,2,156.1,0
Matthew Short,605575,st †Lenton b Fawad Ahmed,28,24,3,0,116.67,0
Tom Cooper,219885,run out (Rohrer/Fawad Ahmed),11,5,0,1,220.0,0
Dwayne Bravo (c),51439,c & b McClenaghan,16,18,0,1,88.89,0
Kieron Pollard,230559,c Green b Sandhu,23,19,2,1,121.05,0
Jack Wildermuth,570854,c Blizzard b Sandhu,14,8,1,1,175.0,0
Tim Ludeman †,233482,not out ,5,2,1,0,250.0,0
Beau Webster,381329,not out ,18,4,1,2,450.0,0
James Vince,296597,c Holland b Tremain,1,6,0,0,16.67,1
Kurtis Patterson,505110,c Webster b Tremain,3,6,0,0,50.0,1
Shane Watson (c),8180,c Pollard b Wildermuth,22,16,0,3,137.5,1
Jay Lenton †,603411,c Webster b Holland,23,17,1,2,135.29,1
Arjun Nair,901157,c Pollard b Richardson,45,25,1,3,180.0,1
Ben Rohrer,7547,c Wildermuth b Richardson,48,21,6,2,228.57,1
Chris Green,787073,c Wildermuth b Pollard,22,14,0,2,157.14,1
Aiden Blizzard,4498,c Short b Richardson,2,4,0,0,50.0,1
Gurinder Sandhu,499660,c Webster b Richardson,0,2,0,0,0.0,1
Mitchell McClenaghan,319439,lbw b Pollard,9,8,0,0,112.5,1
Fawad Ahmed,240609,not out ,1,2,0,0,50.0,1
