Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shai Hope,581379,c Washington Sundar b Chahal,24,22,3,1,109.09,0
Shimron Hetmyer,670025,c Pandya b Chahal,26,21,4,1,123.81,0
Darren Bravo,277472,not out ,43,37,2,2,116.22,0
Denesh Ramdin †,52917, b Washington Sundar,15,15,0,1,100.0,0
Nicholas Pooran,604302,not out ,53,25,4,4,212.0,0
Shikhar Dhawan,28235,c Pollard b Allen,92,62,10,2,148.39,1
Rohit Sharma (c),34102,c Brathwaite b Paul,4,6,1,0,66.67,1
KL Rahul,422108,c †Ramdin b Thomas,17,10,4,0,170.0,1
Rishabh Pant,931581, b Paul,58,38,5,3,152.63,1
Manish Pandey,290630,not out ,4,6,0,0,66.67,1
Dinesh Karthik †,30045,not out ,0,0,0,0,,1
