Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
KL Rahul,422108,c & b O'Brien,70,36,3,6,194.44,0
Virat Kohli (c),253802,c Dockrell b Chase,9,8,1,0,112.5,0
Suresh Raina,33335,c Dockrell b O'Brien,69,45,5,3,153.33,0
Rohit Sharma,34102,c Stirling b O'Brien,0,2,0,0,0.0,0
Manish Pandey,290630,not out ,21,20,1,0,105.0,0
Hardik Pandya,625371,not out ,32,9,1,4,355.56,0
Paul Stirling,303427,c Raina b Yadav,0,2,0,0,0.0,1
James Shannon,303437,c Rahul b Kaul,2,7,0,0,28.57,1
William Porterfield,24611, b Yadav,14,11,1,1,127.27,1
Andy Balbirnie,303423, b Chahal,9,7,1,0,128.57,1
Gary Wilson (c)†,24609, b Kuldeep Yadav,15,18,2,0,83.33,1
Kevin O'Brien,24605,c Kuldeep Yadav b Pandya,0,2,0,0,0.0,1
Simi Singh,1005257,lbw b Chahal,0,2,0,0,0.0,1
Stuart Thompson,414821, b Chahal,13,9,2,0,144.44,1
George Dockrell,348034,c Yadav b Kuldeep Yadav,4,8,0,0,50.0,1
Boyd Rankin,24599,st †Karthik b Kuldeep Yadav,10,8,0,1,125.0,1
Peter Chase,524845,not out ,0,1,0,0,0.0,1
