Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kamran Akmal †,41028, b Mohammad Nawaz,21,15,3,1,140.0,0
Imam-ul-Haq,568276,c Ahmed Shehzad b Mohammad Hasnain,3,4,0,0,75.0,0
Sohaib Maqsood,43266,c Rossouw b Bravo,20,20,3,0,100.0,0
Umar Amin,288211,c Sohail Tanvir b Mohammad Hasnain,38,33,3,2,115.15,0
Nabi Gul,1088164,c Ahmed Shehzad b Fawad Ahmed,9,12,0,0,75.0,0
Kieron Pollard,230559,c †Sarfaraz Ahmed b Mohammad Hasnain,7,12,1,0,58.33,0
Daren Sammy (c),53115,c Mohammad Nawaz b Bravo,18,16,2,0,112.5,0
Wahab Riaz,43590,run out (Mohammad Nawaz/Bravo),12,8,1,0,150.0,0
Chris Jordan,288992,not out ,0,0,0,0,,0
Shane Watson,8180,run out (Umar Amin),7,6,1,0,116.67,1
Ahmed Shehzad,259410,not out ,58,51,6,1,113.73,1
Ahsan Ali,348146,c Sammy b Wahab Riaz,25,18,3,1,138.89,1
Rilee Rossouw,318845,not out ,39,32,5,0,121.88,1
