Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Matt Renshaw,722303,c Lalor b Mohammad Nabi,35,28,2,1,125.0,0
Phil Salt,669365,c Webster b Richardson,8,11,1,0,72.73,0
Alex Carey (c)†,326434,c Webster b Imad Wasim,24,24,1,1,100.0,0
Jonathan Wells,233680,c Richardson b Imad Wasim,2,3,0,0,66.67,0
Ryan Gibson,825211,not out ,43,31,4,1,138.71,0
Jake Weatherald,781285,c Webster b Richardson,51,25,5,4,204.0,0
Rashid Khan,793463,not out ,0,0,0,0,,0
Aaron Finch (c),5334,c †Carey b Conway,0,1,0,0,0.0,1
Mackenzie Harvey,1076382,c †Carey b Agar,34,29,2,2,117.24,1
Sam Harper †,772361, b Briggs,31,30,2,1,103.33,1
Mohammad Nabi,25913, b Agar,7,16,0,0,43.75,1
Beau Webster,381329,c Gibson b Briggs,10,11,1,0,90.91,1
Imad Wasim,227758,c Gibson b Siddle,1,3,0,0,33.33,1
Jake Fraser-McGurk,1168049,not out ,11,11,1,0,100.0,1
Jack Prestwidge,977451,c Renshaw b Rashid Khan,6,6,0,1,100.0,1
Kane Richardson,272262,c Renshaw b Siddle,1,2,0,0,50.0,1
Josh Lalor,272385, b Agar,2,4,0,0,50.0,1
Noor Ahmad,1182529, b Siddle,1,2,0,0,50.0,1
