Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191,c Chapman b Ferguson,11,16,24,1,0,68.75,0
Babar Azam,348144,c Southee b de Grandhomme,79,58,66,7,2,136.21,0
Mohammad Hafeez,41434,not out ,53,34,61,4,2,155.88,0
Shoaib Malik,42657,c Ferguson b de Grandhomme,19,9,13,3,0,211.11,0
Asif Ali,494230,not out ,2,3,7,0,0,66.67,0
Glenn Phillips,823509, b Shadab Khan,26,24,54,1,1,108.33,1
Colin Munro,232359, b Faheem Ashraf,2,5,5,0,0,40.0,1
Colin de Grandhomme,55395,run out (Usman Shinwari),6,8,10,1,0,75.0,1
Kane Williamson (c),277906,c Babar Azam b Shadab Khan,60,38,38,8,2,157.89,1
Mark Chapman,438563,st †Sarfraz Ahmed b Imad Wasim,2,3,9,0,0,66.67,1
Ross Taylor,38699,c †Sarfraz Ahmed b Shadab Khan,7,8,14,0,0,87.5,1
Tim Seifert †,625964, b Imad Wasim,0,1,2,0,0,0.0,1
Tim Southee,232364,run out (Faheem Ashraf/†Sarfraz Ahmed),0,0,3,0,0,,1
Ish Sodhi,559066,not out ,11,9,13,1,0,122.22,1
Lockie Ferguson,493773,c †Sarfraz Ahmed b Waqas Maqsood,1,3,8,0,0,33.33,1
Seth Rance,395057, b Waqas Maqsood,1,2,3,0,0,50.0,1
