Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Ed Joyce,24249, b Rashid Khan,42,52,67,6,1,80.77,0
Paul Stirling,303427, b Gulbadin Naib,51,60,104,4,2,85.0,0
William Porterfield (c),24611,c †Mohammad Shahzad b Fareed Ahmad,34,52,69,4,0,65.38,0
Niall O'Brien †,24289,lbw b Rashid Khan,34,52,77,3,0,65.38,0
Andy Balbirnie,303423,c Shafiqullah b Rashid Khan,7,9,15,1,0,77.78,0
Gary Wilson,24609, b Dawlat Zadran,5,14,21,0,0,35.71,0
Stuart Thompson,414821,c Samiullah Shinwari b Rashid Khan,3,9,11,0,0,33.33,0
Andy McBrine,417381,c Dawlat Zadran b Fareed Ahmad,12,18,30,1,0,66.67,0
George Dockrell,348034, b Fareed Ahmad,21,21,28,2,0,100.0,0
Tim Murtagh,17134,c †Mohammad Shahzad b Dawlat Zadran,1,2,4,0,0,50.0,0
Jacob Mulder,1005369,not out ,0,0,2,0,0,,0
Mohammad Shahzad †,419873,c Porterfield b Thompson,13,19,19,1,1,68.42,1
Najeeb Tarakai,533953,c sub (BJ McCarthy) b Murtagh,5,18,33,0,0,27.78,1
Rahmat Shah,533956,not out ,108,128,164,10,1,84.38,1
Asghar Afghan (c),320652,c Thompson b Dockrell,39,50,54,3,2,78.0,1
Samiullah Shinwari,318339,not out ,62,77,95,5,1,80.52,1
