Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c Imad Wasim b Hasan Ali,87,98,131,6,3,88.78,0
Jonny Bairstow,297433,c Fakhar Zaman b Shaheen Shah Afridi,51,45,86,6,0,113.33,0
Joe Root,303669,c Haris Sohail b Yasir Shah,40,54,69,3,0,74.07,0
Eoin Morgan (c),24598,not out ,71,48,89,6,1,147.92,0
Jos Buttler †,308967,not out ,110,55,66,6,9,200.0,0
Imam-ul-Haq,568276,c & b Ali,35,44,59,3,0,79.55,1
Fakhar Zaman,512191,c †Buttler b Woakes,138,106,136,12,4,130.19,1
Babar Azam,348144,c & b Rashid,51,52,83,1,0,98.08,1
Asif Ali,494230,c Stokes b Willey,51,36,56,2,4,141.67,1
Haris Sohail,318788,c Bairstow b Plunkett,14,18,19,0,0,77.78,1
Sarfaraz Ahmed (c)†,227760,not out ,41,32,57,2,0,128.12,1
Imad Wasim,227758,c †Buttler b Willey,8,4,10,0,1,200.0,1
Faheem Ashraf,681117,c Stokes b Plunkett,3,4,8,0,0,75.0,1
Hasan Ali,681305,not out ,4,4,8,0,0,100.0,1
