Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c sub (RA Jadeja) b Kuldeep Yadav,66,57,101,7,2,115.79,0
Jonny Bairstow,297433,c Pant b Mohammed Shami,111,109,138,10,6,101.83,0
Joe Root,303669,c Pandya b Mohammed Shami,44,54,96,2,0,81.48,0
Eoin Morgan (c),24598,c Jadhav b Mohammed Shami,1,9,10,0,0,11.11,0
Ben Stokes,311158,c sub (RA Jadeja) b Bumrah,79,54,80,6,3,146.3,0
Jos Buttler †,308967,c & b Mohammed Shami,20,8,17,1,2,250.0,0
Chris Woakes,247235,c Sharma b Mohammed Shami,7,5,8,1,0,140.0,0
Liam Plunkett,19264,not out ,1,4,11,0,0,25.0,0
Jofra Archer,669855,not out ,0,0,2,0,0,,0
KL Rahul,422108,c & b Woakes,0,9,10,0,0,0.0,1
Rohit Sharma,34102,c †Buttler b Woakes,102,109,152,15,0,93.58,1
Virat Kohli (c),253802,c sub (JM Vince) b Plunkett,66,76,103,7,0,86.84,1
Rishabh Pant,931581,c Woakes b Plunkett,32,29,58,4,0,110.34,1
Hardik Pandya,625371,c sub (JM Vince) b Plunkett,45,33,49,4,0,136.36,1
MS Dhoni †,28081,not out ,42,31,54,4,1,135.48,1
Kedar Jadhav,290716,not out ,12,13,24,1,0,92.31,1
