Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Max Bryant,1088608,c Abbott b Curran,34,18,5,2,188.89,0
Sam Heazlett,826679, b Dwarshuis,2,3,0,0,66.67,0
Chris Lynn (c),326637,lbw b Curran,84,55,3,5,152.73,0
Brendon McCullum,37737,c O'Keefe b Abbott,8,13,0,0,61.54,0
Joe Burns,326632,c & b O'Keefe,4,9,0,0,44.44,0
Ben Cutting,230371, b Denly,0,3,0,0,0.0,0
Jimmy Peirson †,444970,c Silk b Curran,23,17,1,1,135.29,0
James Pattinson,272465,not out ,1,2,0,0,50.0,0
Joe Denly,12454,c †Peirson b Lalor,11,19,1,0,57.89,1
Justin Avendano,1125715,run out (Cutting),30,24,1,2,125.0,1
Moises Henriques (c),5961,c Bryant b Cutting,57,37,5,2,154.05,1
Daniel Hughes,571761,st †Peirson b Swepson,2,3,0,0,66.67,1
Jordan Silk,437669,c †Peirson b Lalor,46,25,3,2,184.0,1
Josh Philippe †,1124282,not out ,14,7,1,0,200.0,1
Tom Curran,550235,not out ,5,2,1,0,250.0,1
