Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889,c Bairstow b Woakes,9,11,14,2,0,81.82,0
Aaron Finch (c),5334,lbw b Archer,0,1,6,0,0,0.0,0
Steven Smith,267192,run out (†Buttler),85,119,201,6,0,71.43,0
Peter Handscomb,334337, b Woakes,4,12,15,0,0,33.33,0
Alex Carey †,326434,c sub (JM Vince) b Rashid,46,70,94,4,0,65.71,0
Marcus Stoinis,325012,lbw b Rashid,0,2,4,0,0,0.0,0
Glenn Maxwell,325026,c Morgan b Archer,22,23,29,2,1,95.65,0
Pat Cummins,489889,c Root b Rashid,6,10,11,0,0,60.0,0
Mitchell Starc,311592,c †Buttler b Woakes,29,36,45,1,1,80.56,0
Jason Behrendorff,272477, b Wood,1,4,10,0,0,25.0,0
Nathan Lyon,272279,not out ,5,6,8,0,0,83.33,0
Jason Roy,298438,c †Carey b Cummins,85,65,99,9,5,130.77,1
Jonny Bairstow,297433,lbw b Starc,34,43,88,5,0,79.07,1
Joe Root,303669,not out ,49,46,67,8,0,106.52,1
Eoin Morgan (c),24598,not out ,45,39,55,8,0,115.38,1
